catch;day;year;ID;weight;tarse;culmen;remarque;collier
;;2023;2127-43652;;;;;
;;2023;2127-43653;;;;;
;;2023;2127-43654;;;;;
;;2023;2127-43655;;;;;
;;2023;2127-43656;;;;;
;;2023;2127-43657;;;;;
;;2023;2127-43658;;;;;
;;2023;2127-43659;;;;;
;;2023;2127-43660;;;;;
;;2023;2127-43661;;;;;
;;2023;2127-43662;;;;;
;;2023;2127-43663;;;;;
;;2023;2127-43664;;;;;
;;2023;2127-43665;;;;;
;;2023;2127-43666;;;;;
;;2023;2127-43667;;;;;
;;2023;2127-43668;;;;;
;;2023;2127-43669;;;;;
;;2023;2127-43670;;;;;
;;2023;2127-43671;;;;;
;;2023;2127-43672;;;;;
;;2023;2127-43673;;;;;
;;2023;2127-43674;;;;;
;;2023;2127-43675;;;;;
;;2023;2127-43676;;;;;
;;2023;2127-43677;;;;;
;;2023;2127-43678;;;;;
;;2023;2127-43679;;;;;
;;2023;2127-43680;;;;;
;;2023;2127-43681;;;;;
;;2023;2127-43682;;;;;
;;2023;2127-43683;;;;;
;;2023;2127-43684;;;;;
;;2023;2127-43685;;;;;
;;2023;2127-43686;;;;;
;;2023;2127-43687;;;;;
;;2023;2127-43688;;;;;
;;2023;2127-43689;;;;;
;;2023;2127-43690;;;;;
;;2023;2127-43691;;;;;
;;2023;2127-43692;;;;;
;;2023;2127-43693;;;;;
;;2023;2127-43694;;;;;
;;2023;2127-43695;;;;;
;;2023;2127-43696;;;;;
;;2023;2127-43697;;;;;
;;2023;2127-43698;;;;;
;;2023;2127-43699;;;;;
;;2023;2127-43700;;;;;
1;;2023;2127-43701;2992;84,03;59,07;;YM49
1;;2023;2127-43702;2936;84,46;60,31;;YM39
1;;2023;2127-43703;2945;89,15;58,83;;YM45
1;;2023;2127-43704;2888;86,71;59,23;;YM36
1;;2023;2127-43705;1412;79,12;55,39;;YM41
1;;2023;2127-43706;3683;89,98;61,42;;YM37
1;;2023;2127-43707;3032;85,72;59,91;;YM46
1;;2023;2127-43708;2861;83,67;54,7;;YM38
1;;2023;2127-43709;;;;;
1;;2023;2127-43710;;;;;
1;;2023;2127-43711;;;;;
1;;2023;2127-43712;;;;;
1;;2023;2127-43713;;;;;
1;;2023;2127-43714;;;;;
1;;2023;2127-43715;;;;;
1;;2023;2127-43716;;;;;
1;;2023;2127-43717;2913;93,66;57,41;;YM48
1;;2023;2127-43718;;;;;
1;;2023;2127-43719;;;;;
1;;2023;2127-43720;;;;;
1;;2023;2127-43721;2895;89,16;58,22;;YM47
1;;2023;2127-43722;;;;;
1;;2023;2127-43723;2640;82,28;58,78;;YM31
1;;2023;2127-43724;2786;80,06;59,43;;YM30
1;;2023;2127-43725;3243;87,76;58,87;;YM34
1;;2023;2127-43726;;;;;
1;;2023;2127-43727;3020;83,43;61,9;;YM35
1;;2023;2127-43728;2810;83,11;61,32;;YM33
1;;2023;2127-43729;3068;87,49;62,92;;YM32
1;;2023;2127-43730;;;;;
1;;2023;2127-43731;;;;;
1;;2023;2127-43732;2387;79,63;54,31;;YM27
1;;2023;2127-43733;2909;81,88;60,61;;YM26
1;;2023;2127-43734;;;;;
1;;2023;2127-43735;;;;;
1;;2023;2127-43736;;;;;
1;;2023;2127-43737;;;;;
1;;2023;2127-43738;2894;87,63;58,56;;YM28
1;;2023;2127-43739;;;;;
1;;2023;2127-43740;;;;;
1;123;2023;2127-43741;2864;84,03;61,47;;YM29
1;123;2023;2127-43742;2847;85,88;61,7;;YM20
2;127;2023;2127-43743;;;;;
2;127;2023;2127-43744;2530;81,88;57,03;;YK00
2;127;2023;2127-43745;;;;;
2;127;2023;2127-43746;2807;81,52;57,13;;YM27
2;127;2023;2127-43747;2982;85,78;58,75;;YM48
2;127;2023;2127-43748;3075;82,43;59,19;;YM44
2;127;2023;2127-43749;2956;87,45;58,51;;YM31
2;127;2023;2127-43750;;;;;
2;127;2023;2127-43751;3233;84,73;59,39;;YM29
2;127;2023;2127-43752;;;;;
2;127;2023;2127-43753;3183;84;58,5;;YM18
2;127;2023;2127-43754;;;;;
2;127;2023;2127-43755;;;;;
2;127;2023;2127-43756;2905;82,57;59,61;;YM22
2;127;2023;2127-43757;;;;;
2;127;2023;2127-43758;2831;81,26;62,13;;YM43
2;127;2023;2127-43759;;;;;
2;127;2023;2127-43760;;;;;
2;127;2023;2127-43761;2555;79,52;57,51;;YM33
2;127;2023;2127-43762;3359;82,64;64,71;;YM23
2;127;2023;2127-43763;;;;;
2;127;2023;2127-43764;;;;;
2;127;2023;2127-43765;;;;;
2;127;2023;2127-43766;;;;;
2;127;2023;2127-43767;2755;83,51;60,64;;YM36
2;127;2023;2127-43768;2794;77,09;62,24;;YM47
2;127;2023;2127-43769;;;;;
2;127;2023;2127-43770;;;;;
2;127;2023;2127-43771;;;;;
2;127;2023;2127-43772;2641;84,31;59,46;;YM28
2;127;2023;2127-43773;;;;;
3;129;2023;2127-43774;2714;81,27;59,92;;YK76
3;129;2023;2127-43775;;;;;
3;129;2023;2127-43776;3087;87,17;63,11;;YM43
3;129;2023;2127-43777;2882;85,79;58,95;;YM23
3;129;2023;2127-43778;;;;;
3;129;2023;2127-43779;3266;87,24;58,79;;YM49
3;129;2023;2127-43780;2537;78,06;57,91;;YM29
3;129;2023;2127-43781;2767;77,42;57,68;;YK95
3;129;2023;2127-43782;2571;80,9;59,14;;YM27
3;129;2023;2127-43783;2932;86,13;62,25;;YM22
3;129;2023;2127-43784;;;;;
3;129;2023;2127-43785;;;;;
3;129;2023;2127-43786;;;;;
3;129;2023;2127-43787;2728;83,51;60,03;;YM41
3;129;2023;2127-43788;;;;;
3;129;2023;2127-43789;;;;;
3;129;2023;2127-43790;;;;;
3;129;2023;2127-43791;2596;80,98;57,77;;YM48
3;129;2023;2127-43792;;;;;
3;129;2023;2127-43793;;;;;
3;129;2023;2127-43794;;;;;
3;129;2023;2127-43795;;;;;
3;129;2023;2127-43796;;;;;
3;129;2023;2127-43797;;;;;
3;129;2023;2127-43798;;;;;
3;129;2023;2127-43799;;;;;
3;129;2023;2127-43800;3070;82,85;57,75;;YM36
2;;2023;2127-43801;;;;;
2;;2023;2127-43802;3113;81,77;54,22;;YM42
2;;2023;2127-43803;3023;83,92;58,93;;YK97
2;;2023;2127-43804;2812;84,39;62,45;;YM39
2;;2023;2127-43805;3144;87,03;59,3;;YM30
2;;2023;2127-43806;2935;86,48;61,21;;YM46
2;;2023;2127-43807;2829;83,37;56,44;;YM26
2;;2023;2127-43808;;;;;
2;;2023;2127-43809;;;;;
2;;2023;2127-43810;;;;;
2;;2023;2127-43811;3185;85,8;63,8;;YK95
2;;2023;2127-43812;;;;;
2;;2023;2127-43813;;;;;
2;;2023;2127-43814;;;;;
2;;2023;2127-43815;;;;;
2;;2023;2127-43816;;;;;
2;;2023;2127-43817;;;;;
2;;2023;2127-43818;3128;86,75;58,82;;YM32
2;;2023;2127-43819;;;;;
2;;2023;2127-43820;;;;;
2;;2023;2127-43821;2665;75,31;58,98;;YM49
2;;2023;2127-43822;2770;88,39;60,86;;YM41
2;;2023;2127-43823;2916;85,7;60,62;;YM38
2;;2023;2127-43824;3185;85,81;60,44;;YK76
2;;2023;2127-43825;;;;;
2;;2023;2127-43826;;;;;
3;129;2023;2127-43827;3083;82,18;61,26;;YM42
3;129;2023;2127-43828;2640;82,93;54,67;;YM28
3;129;2023;2127-43829;3180;84,26;59,48;;YM26
3;129;2023;2127-43830;2686;84,35;53,82;;YM18
3;129;2023;2127-43831;3358;83,8;60,14;;YM39
3;129;2023;2127-43832;3096;82,85;58,08;;YM46
3;129;2023;2127-43833;2687;80,4;58,41;;YM35
3;129;2023;2127-43834;3007;85,2;62,04;;YM20
3;129;2023;2127-43835;2860;88,18;64,77;;YM33
3;129;2023;2127-43836;;;;;
3;129;2023;2127-43837;;;;;
3;129;2023;2127-43838;;;;;
3;129;2023;2127-43839;;;;;
3;129;2023;2127-43840;3175;89,69;66,42;;YM50
3;129;2023;2127-43841;;;;;
3;129;2023;2127-43842;3038;82,13;64,23;;YM27
3;129;2023;2127-43843;;;;;
3;129;2023;2127-43844;2881;87,11;61,95;;YK73
3;129;2023;2127-43845;;;;;
3;129;2023;2127-43846;2641;75,55;53,93;;YK75
3;129;2023;2127-43847;;;;;
3;129;2023;2127-43848;2826;81,76;59,52;;YM30
3;129;2023;2127-43849;;;;;
3;129;2023;2127-43850;;;;;
3;129;2023;2127-43851;;;;;
3;129;2023;2127-43852;;;;;
3;129;2023;2127-43853;3125;82,99;61,95;;YM40
3;129;2023;2127-43854;3195;83,15;57,94;;YM94
3;129;2023;2127-43855;2695;82,53;62,84;;YM32
3;129;2023;2127-43856;;;;;
3;129;2023;2127-43857;;;;;
4;130;2023;2127-43858;3213;86,91;61,88;;YM19
4;130;2023;2127-43859;2454;82,04;56,59;;YM27
4;130;2023;2127-43860;2468;86,86;54,57;;YK95
4;130;2023;2127-43861;2696;79,37;58,54;;YM42
4;130;2023;2127-43862;3215;86,99;63,11;;YM37
4;130;2023;2127-43863;3075;83,05;59,53;;YM26
4;130;2023;2127-43864;2825;85,11;58,32;;YM41
4;130;2023;2127-43865;;;;;
4;130;2023;2127-43866;2900;81,52;57,23;;YM34
4;130;2023;2127-43867;;;;;
4;130;2023;2127-43868;3009;90,55;62,97;;YM22
4;130;2023;2127-43869;;;;;
4;130;2023;2127-43870;;;;;
4;130;2023;2127-43871;;;;;
4;130;2023;2127-43872;;;;;
4;130;2023;2127-43873;2673;86,19;59,41;;YM36
4;130;2023;2127-43874;;;;;
4;130;2023;2127-43875;2943;84,98;60,4;;YM49
4;130;2023;2127-43876;;;;;
4;130;2023;2127-43877;2640;83,83;55,4;;YM40
4;130;2023;2127-43878;;;;;
4;130;2023;2127-43879;3001;88,22;62,76;;YK76
4;130;2023;2127-43880;2778;83,31;60,22;;YM30
4;130;2023;2127-43881;;;;;
4;130;2023;2127-43882;2755;82,84;59,6;;YM45
4;130;2023;2127-43883;2485;78,9;57,5;;YM43
4;130;2023;2127-43884;;;;;
4;130;2023;2127-43885;2609;79,13;55,21;;YM23
4;130;2023;2127-43886;;;;;
4;130;2023;2127-43887;;;;;
4;130;2023;2127-43888;2547;79,25;57,94;;YM38
4;130;2023;2127-43889;;;;;
4;130;2023;2127-43890;;;;;
4;130;2023;2127-43891;2795;82,53;59,5;;YK79
4;130;2023;2127-43892;;;;;
4;130;2023;2127-43893;3138;79,12;56,77;;YK68
4;130;2023;2127-43894;3048;81,06;60,15;;YK91
4;130;2023;2127-43895;;;;;
4;130;2023;2127-43896;;;;;
4;130;2023;2127-43897;;;;;
4;130;2023;2127-43898;2793;87,55;60,87;;YK87
4;130;2023;2127-43899;;;;;
4;130;2023;2127-43900;3040;84,5;56,75;;YK82
3;129;2023;2127-43901;;;;;
3;129;2023;2127-43902;2486;82,74;55,99;;YM24
3;129;2023;2127-43903;;;;;
3;129;2023;2127-43904;;;;;
3;129;2023;2127-43905;;;;;
3;129;2023;2127-43906;;;;;
3;129;2023;2127-43907;3093;87,89;62,33;;YK97
3;129;2023;2127-43908;;;;;
3;129;2023;2127-43909;3190;90,16;63,92;;YM47
3;129;2023;2127-43910;3198;89,03;62,47;;YM34
3;129;2023;2127-43911;;;;;
3;129;2023;2127-43912;3098;86,16;64,33;;YM25
3;129;2023;2127-43913;2747;83,09;61,45;;YM19
3;129;2023;2127-43914;2934;84,12;59,82;;YM45
4;130;2023;2127-43915;2793;86,63;57,86;;YM18
4;130;2023;2127-43916;3251;86,83;58,49;;YM20
4;130;2023;2127-43917;3058;86,82;61,62;;YK97
4;130;2023;2127-43918;3011;89,43;62,47;;YM33
4;130;2023;2127-43919;2985;83,35;58,68;;YM25
4;130;2023;2127-43920;2736;80,21;62,29;;YM50
4;130;2023;2127-43921;3328;89,94;64,82;;YM47
4;130;2023;2127-43922;;;;;
4;130;2023;2127-43923;;;;;
4;130;2023;2127-43924;;;;;
4;130;2023;2127-43925;;;;;
4;130;2023;2127-43926;2855;84,09;58,13;;YM35
4;130;2023;2127-43927;;;;;
4;130;2023;2127-43928;;;;;
4;130;2023;2127-43929;2695;85,83;52,91;;YM29
4;130;2023;2127-43930;;;;;
4;130;2023;2127-43931;2736;83,47;59,89;;YM28
4;130;2023;2127-43932;2968;82,51;56,85;;YM39
4;130;2023;2127-43933;3116;85,78;62,69;;YM24
4;130;2023;2127-43934;;;;;
4;130;2023;2127-43935;2806;85,41;57,93;;YM32
4;130;2023;2127-43936;3243;90,07;63,15;;YK75
4;130;2023;2127-43937;2959;81,71;58,14;;YK73
4;130;2023;2127-43938;2884;86,64;63,43;;YM48
4;130;2023;2127-43939;3007;82,11;61,2;;YK94
4;130;2023;2127-43940;;;;;
4;130;2023;2127-43941;;;;;
4;130;2023;2127-43942;;;;;
4;130;2023;2127-43943;3109;86,69;61,21;;YM07
4;130;2023;2127-43944;2950;86,84;64,23;;YM17
4;130;2023;2127-43945;;;;;
4;130;2023;2127-43946;2811;84,3;59,45;;YM21
4;130;2023;2127-43947;2830;84,17;60,34;;YM06
4;130;2023;2127-43948;;;;;
4;130;2023;2127-43949;;;;;
4;130;2023;2127-43950;;;;;
4;130;2023;2127-43951;2902;89,52;56,97;;YM02
4;130;2023;2127-43952;;;;;
4;130;2023;2127-43953;;;;;
4;130;2023;2127-43954;3235;83,32;62,95;;YM03
4;130;2023;2127-43955;3179;84,14;66,09;;YM09
4;130;2023;2127-43956;3159;82,5;62,93;;YM13
4;130;2023;2127-43957;;;;;
4;130;2023;2127-43958;;;;;
4;130;2023;2127-43959;;;;;
4;130;2023;2127-43960;2985;85,34;63,22;;YM05
4;130;2023;2127-43961;3009;85,02;60,16;;YM10
4;130;2023;2127-43962;2948;87,39;59,68;;YM11
4;130;2023;2127-43963;;;;;
4;130;2023;2127-43964;;;;;
4;130;2023;2127-43965;;;;;
4;130;2023;2127-43966;;;;;
4;130;2023;2127-43967;2954;84,96;58,95;;YM44
4;130;2023;2127-43968;2935;85,99;63,24;;YM80
4;130;2023;2127-43969;2904;80,74;59,54;;YM12
4;130;2023;2127-43970;;;;;
4;130;2023;2127-43971;2516;82,11;53,43;;YM15
4;130;2023;2127-43972;3065;88,09;66,35;;YM04
4;130;2023;2127-43973;2867;82,8;57,67;;YK80
4;130;2023;2127-43974;;;;;
4;130;2023;2127-43975;;;;;
4;130;2023;2127-43976;;;;;
4;130;2023;2127-43977;;;;;
4;130;2023;2127-43978;;;;;
4;130;2023;2127-43979;;;;;
4;130;2023;2127-43980;2698;84,27;62,2;;YK69
4;130;2023;2127-43981;;;;;
4;130;2023;2127-43982;;;;;
4;130;2023;2127-43983;;;;;
4;130;2023;2127-43984;;;;;
4;130;2023;2127-43985;;;;;
4;130;2023;2127-43986;;;;;
4;130;2023;2127-43987;2574;82,44;53,38;;YM14
4;130;2023;2127-43988;;;;;
4;130;2023;2127-43989;;;;;
4;130;2023;2127-43990;2440;82,02;56,49;;YK00
4;130;2023;2127-43991;;;;;
4;130;2023;2127-43992;;;;;
4;130;2023;2127-43993;2627;79,87;58,82;;YK70
4;130;2023;2127-43994;2773;85,1;59,03;;YK57
4;130;2023;2127-43995;;;;;
4;130;2023;2127-43996;;;;;
4;130;2023;2127-43997;;;;;
4;130;2023;2127-43998;;;;;
4;130;2023;2127-43999;2869;84,43;63,13;;YK56
4;130;2023;2127-44000;2528;82,85;57,75;;YM36
4;130;2023;2127-44001;2774;81,74;59,85;;YK92
4;130;2023;2127-44002;;;;;
4;130;2023;2127-44003;3186;85,49;63;;YK74
4;130;2023;2127-44004;;;;;
4;130;2023;2127-44005;2906;85,77;60,59;;YK96
4;130;2023;2127-44006;;;;;
4;130;2023;2127-44007;2892;85,09;63,41;;YK77
4;130;2023;2127-44008;2706;77,23;58,85;;YK89
4;130;2023;2127-44009;;;;;
4;130;2023;2127-44010;2903;87,4;61,75;;YK98
4;130;2023;2127-44011;3096;83,22;60,32;;YK93
4;130;2023;2127-44012;;;;;
4;130;2023;2127-44013;;;;;
4;130;2023;2127-44014;;;;;
4;130;2023;2127-44015;3431;88,32;60,78;;YK53
4;130;2023;2127-44016;;;;;
4;130;2023;2127-44017;2843;83,38;58,32;;YK67
4;130;2023;2127-44018;;;;;
4;130;2023;2127-44019;;;;;
4;130;2023;2127-44020;;;;;
4;130;2023;2127-44021;;;;;
4;130;2023;2127-44022;;;;;
4;130;2023;2127-44023;;;;;
4;130;2023;2127-44024;2967;82,16;58,76;;YK83
4;130;2023;2127-44025;2705;84,07;59,56;;YK65
4;130;2023;2127-44026;2785;81,02;61,57;;YK61
5;131;2023;2127-44027;3158;80,7;59,85;;YK79
5;131;2023;2127-44028;2970;85,09;60,74;;YK89
5;131;2023;2127-44029;;;;;
5;131;2023;2127-44030;3072;79,31;58,22;;YM19
5;131;2023;2127-44031;3005;87,21;55,93;;YM36
5;131;2023;2127-44032;2650;78,92;55,11;;YM26
5;131;2023;2127-44033;;;;;
5;131;2023;2127-44034;2561;80,77;55,23;;YM38
5;131;2023;2127-44035;;;;;
5;131;2023;2127-44036;;;;;
5;131;2023;2127-44037;3150;81,99;59,86;;YM43
5;131;2023;2127-44038;2645;86,37;56,16;;YM16
5;131;2023;2127-44039;;;;;
5;131;2023;2127-44040;;;;;
5;131;2023;2127-44041;;;;;
5;131;2023;2127-44042;;;;;
5;131;2023;2127-44043;;;;;
5;131;2023;2127-44044;;;;;
5;131;2023;2127-44045;2919;88,43;61,05;;YM13
5;131;2023;2127-44046;3222;84,94;57,41;;YK82
5;131;2023;2127-44047;;;;;
5;131;2023;2127-44048;;;;;
5;131;2023;2127-44049;;;;;
5;131;2023;2127-44050;;;;;
5;131;2023;2127-44051;;;;;
5;131;2023;2127-44052;3024;82,01;63,04;;YK53
5;131;2023;2127-44053;2991;82,99;55,18;;YK88
5;131;2023;2127-44054;2888;86,28;58,06;;YK61
5;131;2023;2127-44055;;;;;
5;131;2023;2127-44056;2873;75,71;59,64;;YM15
5;131;2023;2127-44057;2720;81,53;59,82;;YM45
5;131;2023;2127-44058;;;;;
5;131;2023;2127-44059;2914;82,43;58,96;;YK94
5;131;2023;2127-44060;3114;86,09;59,35;;YK99
5;131;2023;2127-44061;2753;80,04;61,14;;YM50
5;131;2023;2127-44062;;;;;
5;131;2023;2127-44063;;;;;
5;131;2023;2127-44064;2727;82,44;56,9;;YK69
5;131;2023;2127-44065;;;;;
5;131;2023;2127-44066;;;;;
5;131;2023;2127-44067;;;;;
5;131;2023;2127-44068;;;;;
5;131;2023;2127-44069;;;;;
5;131;2023;2127-44070;2725;78,43;62,01;;YK57
5;131;2023;2127-44071;;;;;
5;131;2023;2127-44072;;;;;
5;131;2023;2127-44073;;;;;
5;131;2023;2127-44074;3171;79,84;58,89;;YM27
5;131;2023;2127-44075;3330;87,86;62,56;;YK78
5;131;2023;2127-44076;2843;83,82;59,77;;YK55
6;131;2023;2127-44077;2900;80,9;60,85;;YK88
6;131;2023;2127-44078;3277;85,19;59,61;;YM43
6;131;2023;2127-44079;2795;85,83;58,2;;YM18
6;131;2023;2127-44080;2733;80,74;55,2;;YK81
6;131;2023;2127-44081;3170;82,21;60,61;;YK93
6;131;2023;2127-44082;2805;83,59;56,75;;YK71
6;131;2023;2127-44083;2359;79,92;55,5;;YK84
6;131;2023;2127-44084;;;;;
6;131;2023;2127-44085;2544;80,53;58,71;;YK85
6;131;2023;2127-44086;;;;;
6;131;2023;2127-44087;2496;82,41;57,91;;YK87
6;131;2023;2127-44088;3075;85,35;56,13;;YM40
6;131;2023;2127-44089;2630;76;55,85;;YK52
6;131;2023;2127-44090;;;;;
6;131;2023;2127-44091;;;;;
6;131;2023;2127-44092;;;;;
6;131;2023;2127-44093;2978;80,65;55,17;;YM33
6;131;2023;2127-44094;2804;81,59;56,39;;YK64
6;131;2023;2127-44095;3150;86,61;59,57;;YK95
6;131;2023;2127-44096;3934;84,42;56,13;;YK54
6;131;2023;2127-44097;2861;89,01;63,95;;YK60
6;131;2023;2127-44098;;;;;
6;131;2023;2127-44099;3009;80,83;62,73;;YM32
6;131;2023;2127-44100;2749;83,87;62,11;;YK55
4;130;2023;2127-44101;;;;;
4;130;2023;2127-44102;;;;;
4;130;2023;2127-44103;;;;;
4;130;2023;2127-44104;3615;87,97;61,31;;YK99
4;130;2023;2127-44105;;;;;
4;130;2023;2127-44106;2689;82,21;57,26;;YK72
4;130;2023;2127-44107;;;;;
4;130;2023;2127-44108;;;;;
4;130;2023;2127-44109;2952;81,92;60,9;;YK62
4;130;2023;2127-44110;;;;;
4;130;2023;2127-44111;2416;74,48;59,01;;YK81
4;130;2023;2127-44112;;;;;
4;130;2023;2127-44113;;;;;
4;130;2023;2127-44114;;;;;
4;130;2023;2127-44115;;;;;
4;130;2023;2127-44116;2808;84,54;58,8;;YK59
4;130;2023;2127-44117;;;;;
4;130;2023;2127-44118;3065;83,08;58,18;;YK71
5;131;2023;2127-44119;2905;83,35;60,1;;YK96
5;131;2023;2127-44120;2812;85,77;57,93;;YM17
5;131;2023;2127-44121;3089;86,35;62,17;;YK56
5;131;2023;2127-44122;2768;83,17;57,12;;YM02
5;131;2023;2127-44123;2618;83,22;62,16;;YK67
5;131;2023;2127-44124;2818;80,83;60,63;;YM06
5;131;2023;2127-44125;2979;87,6;61,53;;YM35
5;131;2023;2127-44126;;;;;
5;131;2023;2127-44127;2793;79,54;56,54;;YK90
5;131;2023;2127-44128;;;;;
5;131;2023;2127-44129;;;;;
5;131;2023;2127-44130;2634;81,41;60,16;;YM08
5;131;2023;2127-44131;;;;;
5;131;2023;2127-44132;;;;;
5;131;2023;2127-44133;;;;;
5;131;2023;2127-44134;3031;85,12;62,93;;YM09
5;131;2023;2127-44135;;;;;
5;131;2023;2127-44136;;;;;
5;131;2023;2127-44137;2945;81,47;57,51;;YK76
5;131;2023;2127-44138;;;;;
5;131;2023;2127-44139;;;;;
5;131;2023;2127-44140;3173;85,31;59,39;;YK58
5;131;2023;2127-44141;;;;;
5;131;2023;2127-44142;;;;;
5;131;2023;2127-44143;;;;;
5;131;2023;2127-44144;;;;;
5;131;2023;2127-44145;;;;;
5;131;2023;2127-44146;;;;;
5;131;2023;2127-44147;3143;84,71;61,71;;YM35
5;131;2023;2127-44148;2829;84,61;58,78;;YM11
5;131;2023;2127-44149;;;;;
5;131;2023;2127-44150;;;;;
5;131;2023;2127-44151;3207;86,22;60,42;;Ym04
5;131;2023;2127-44152;2509;81,86;57,67;;YK73
5;131;2023;2127-44153;;;;;
5;131;2023;2127-44154;2825;82,3;61,98;;YM23
5;131;2023;2127-44155;;;;;
5;131;2023;2127-44156;;;;;
5;131;2023;2127-44157;;;;;
5;131;2023;2127-44158;;;;;
5;131;2023;2127-44159;;;;;
5;131;2023;2127-44160;;;;;
5;131;2023;2127-44161;;;;;
5;131;2023;2127-44162;;;;;
5;131;2023;2127-44163;;;;;
5;131;2023;2127-44164;;;;;
5;131;2023;2127-44165;;;;;
5;131;2023;2127-44166;;;;;
5;131;2023;2127-44167;2836;84,8;58,1;;YM18
5;131;2023;2127-44168;2823;84,49;60,59;;YK62
5;131;2023;2127-44169;2618;81,53;62,35;;YK93
5;131;2023;2127-44170;2651;81,94;58,04;;YM10
5;131;2023;2127-44171;;;;;
5;131;2023;2127-44172;;;;;
5;131;2023;2127-44173;;;;;
5;131;2023;2127-44174;2632;83,38;60,15;;YK87
5;131;2023;2127-44175;2402;82,98;60,15;;YK83
5;131;2023;2127-44176;;;;;
5;131;2023;2127-44177;2915;86,7;59,62;;YM42
5;131;2023;2127-44178;;;;;
5;131;2023;2127-44179;3200;86,33;57,98;;YM07
5;131;2023;2127-44180;2913;80,86;58,81;;YK81
5;131;2023;2127-44181;;;;;
5;131;2023;2127-44182;;;;;
5;131;2023;2127-44183;2841;80,83;58,16;;YM32
5;131;2023;2127-44184;2746;83,6;61,12;;YM21
5;131;2023;2127-44185;2940;80,86;61,59;;YK71
5;131;2023;2127-44186;;;;;
5;131;2023;2127-44187;2940;81,64;57,66;;YM48
5;131;2023;2127-44188;3248;86,55;60,13;;YM24
5;131;2023;2127-44189;2818;84,79;63,26;;YM40
5;131;2023;2127-44190;;;;;
5;131;2023;2127-44191;2954;78,87;64,09;;YK91
5;131;2023;2127-44192;;;;;
5;131;2023;2127-44193;;;;;
5;131;2023;2127-44194;;;;;
5;131;2023;2127-44195;2295;88,59;58,7;;YM25
6;131;2023;2127-44196;3025;80,34;58,41;;YK78
6;131;2023;2127-44197;3389;85,42;64,29;;YM48
6;131;2023;2127-44198;3212;89,16;61,93;;YM24
6;131;2023;2127-44199;2714;87,4;63,84;;YK79
6;131;2023;2177-57506;3372;;;;
6;131;2023;2127-44200;2923;85,79;59,17;;YK98
6;131;2023;2127-44201;2766;85,07;59,46;;YK90
6;131;2023;2127-44202;;;;;
