catch;day;year;ID;weight;tarse;culmen;remarque;collier
;;2023;2127-43633;;;;;
;;2023;2127-43634;;;;;
;;2023;2127-43635;;;;;
;;2023;2127-43636;;;;;
;;2023;2127-43637;;;;;
;;2023;2127-43638;;;;;
;;2023;2127-43639;;;;;
;;2023;2127-43640;;;;;
;;2023;2127-43641;;;;;
;;2023;2127-43642;;;;;
;;2023;2127-43643;;;;;
;;2023;2127-43644;;;;;
;;2023;2127-43645;;;;;
;;2023;2127-43646;;;;;
;;2023;2127-43647;;;;;
;;2023;2127-43648;;;;;
;;2023;2127-43649;;;;;
;;2023;2127-43650;;;;;
;;2023;2127-43651;;;;;
;;2023;2127-43652;;;;;
;;2023;2127-43653;;;;;
;;2023;2127-43654;;;;;
;;2023;2127-43655;;;;;
;;2023;2127-43656;;;;;
;;2023;2127-43657;;;;;
;;2023;2127-43658;;;;;
;;2023;2127-43659;;;;;
;;2023;2127-43660;;;;;
;;2023;2127-43661;;;;;
;;2023;2127-43662;;;;;
;;2023;2127-43663;;;;;
;;2023;2127-43664;;;;;
;;2023;2127-43665;;;;;
;;2023;2127-43666;;;;;
;;2023;2127-43667;;;;;
;;2023;2127-43668;;;;;
;;2023;2127-43669;;;;;
;;2023;2127-43670;;;;;
;;2023;2127-43671;;;;;
;;2023;2127-43672;;;;;
;;2023;2127-43673;;;;;
;;2023;2127-43674;;;;;
;;2023;2127-43675;;;;;
;;2023;2127-43676;;;;;
;;2023;2127-43677;;;;;
;;2023;2127-43678;;;;;
;;2023;2127-43679;;;;;
;;2023;2127-43680;;;;;
;;2023;2127-43681;;;;;
;;2023;2127-43682;;;;;
;;2023;2127-43683;;;;;
;;2023;2127-43684;;;;;
;;2023;2127-43685;;;;;
;;2023;2127-43686;;;;;
;;2023;2127-43687;;;;;
;;2023;2127-43688;;;;;
;;2023;2127-43689;;;;;
;;2023;2127-43690;;;;;
;;2023;2127-43691;;;;;
;;2023;2127-43692;;;;;
;;2023;2127-43693;;;;;
;;2023;2127-43694;;;;;
;;2023;2127-43695;;;;;
;;2023;2127-43696;;;;;
;;2023;2127-43697;;;;;
;;2023;2127-43698;;;;;
;;2023;2127-43699;;;;;
;;2023;2127-43700;;;;;
1;;2023;2127-43701;2992;84,03;59,07;;YM49
1;;2023;2127-43702;2936;84,46;60,31;;YM39
1;;2023;2127-43703;2945;89,15;58,83;;YM45
1;;2023;2127-43704;2888;86,71;59,23;;YM36
1;;2023;2127-43705;1412;79,12;55,39;;YM41
1;;2023;2127-43706;3683;89,98;61,42;;YM37
1;;2023;2127-43707;3032;85,72;59,91;;YM46
1;;2023;2127-43708;2861;83,67;54,7;;YM38
1;;2023;2127-43709;;;;;
1;;2023;2127-43710;;;;;
1;;2023;2127-43711;;;;;
1;;2023;2127-43712;;;;;
1;;2023;2127-43713;;;;;
1;;2023;2127-43714;;;;;
1;;2023;2127-43715;;;;;
1;;2023;2127-43716;;;;;
1;;2023;2127-43717;2913;93,66;57,41;;YM48
1;;2023;2127-43718;;;;;
1;;2023;2127-43719;;;;;
1;;2023;2127-43720;;;;;
1;;2023;2127-43721;2895;89,16;58,22;;YM47
1;;2023;2127-43722;;;;;
1;;2023;2127-43723;2640;82,28;58,78;;YM31
1;;2023;2127-43724;2786;80,06;59,43;;YM30
1;;2023;2127-43725;3243;87,76;58,87;;YM34
1;;2023;2127-43726;;;;;
1;;2023;2127-43727;3020;83,43;61,9;;YM35
1;;2023;2127-43728;2810;83,11;61,32;;YM33
1;;2023;2127-43729;3068;87,49;62,92;;YM32
1;;2023;2127-43730;;;;;
1;;2023;2127-43731;;;;;
1;;2023;2127-43732;2387;79,63;54,31;;YM27
1;;2023;2127-43733;2909;81,88;60,61;;YM26
1;;2023;2127-43734;;;;;
1;;2023;2127-43735;;;;;
1;;2023;2127-43736;;;;;
1;;2023;2127-43737;;;;;
1;;2023;2127-43738;2894;87,63;58,56;;YM28
1;;2023;2127-43739;;;;;
1;;2023;2127-43740;;;;;
1;123;2023;2127-43741;2864;84,03;61,47;;YM29
1;123;2023;2127-43742;2847;85,88;61,7;;YM20
2;127;2023;2127-43743;;;;;
2;127;2023;2127-43744;2530;81,88;57,03;;YK00
2;127;2023;2127-43745;;;;;
2;127;2023;2127-43746;2807;81,52;57,13;;YM27
2;127;2023;2127-43747;2982;85,78;58,75;;YM48
2;127;2023;2127-43748;3075;82,43;59,19;;YM44
2;127;2023;2127-43749;2956;87,45;58,51;;YM31
2;127;2023;2127-43750;;;;;
2;127;2023;2127-43751;3233;84,73;59,39;;YM29
2;127;2023;2127-43752;;;;;
2;127;2023;2127-43753;3183;84;58,5;;YM18
2;127;2023;2127-43754;;;;;
2;127;2023;2127-43755;;;;;
2;127;2023;2127-43756;2905;82,57;59,61;;YM22
2;127;2023;2127-43757;;;;;
2;127;2023;2127-43758;2831;81,26;62,13;;YM43
2;127;2023;2127-43759;;;;;
2;127;2023;2127-43760;;;;;
2;127;2023;2127-43761;2555;79,52;57,51;;YM33
2;127;2023;2127-43762;3359;82,64;64,71;;YM23
2;127;2023;2127-43763;;;;;
2;127;2023;2127-43764;;;;;
2;127;2023;2127-43765;;;;;
2;127;2023;2127-43766;;;;;
2;127;2023;2127-43767;2755;83,51;60,64;;YM36
2;127;2023;2127-43768;2794;77,09;62,24;;YM47
2;127;2023;2127-43769;;;;;
2;127;2023;2127-43770;;;;;
2;127;2023;2127-43771;;;;;
2;127;2023;2127-43772;2641;84,31;59,46;;YM28
2;127;2023;2127-43773;;;;;
3;129;2023;2127-43774;2714;81,27;59,92;;YK76
3;129;2023;2127-43775;;;;;
3;129;2023;2127-43776;3087;87,17;63,11;;YM43
3;129;2023;2127-43777;2882;85,79;58,95;;YM23
3;129;2023;2127-43778;;;;;
3;129;2023;2127-43779;3266;87,24;58,79;;YM49
3;129;2023;2127-43780;2537;78,06;57,91;;YM29
3;129;2023;2127-43781;2767;77,42;57,68;;YK95
3;129;2023;2127-43782;2571;80,9;59,14;;YM27
3;129;2023;2127-43783;2932;86,13;62,25;;YM22
3;129;2023;2127-43784;;;;;
3;129;2023;2127-43785;;;;;
3;129;2023;2127-43786;;;;;
3;129;2023;2127-43787;2728;83,51;60,03;;YM41
3;129;2023;2127-43788;;;;;
3;129;2023;2127-43789;;;;;
3;129;2023;2127-43790;;;;;
3;129;2023;2127-43791;2596;80,98;57,77;;YM48
3;129;2023;2127-43792;;;;;
3;129;2023;2127-43793;;;;;
3;129;2023;2127-43794;;;;;
3;129;2023;2127-43795;;;;;
3;129;2023;2127-43796;;;;;
3;129;2023;2127-43797;;;;;
3;129;2023;2127-43798;;;;;
3;129;2023;2127-43799;;;;;
3;129;2023;2127-43800;3070;82,85;57,75;;YM36
2;;2023;2127-43801;;;;;
2;;2023;2127-43802;3113;81,77;54,22;;YM42
2;;2023;2127-43803;3023;83,92;58,93;;YK97
2;;2023;2127-43804;2812;84,39;62,45;;YM39
2;;2023;2127-43805;3144;87,03;59,3;;YM30
2;;2023;2127-43806;2935;86,48;61,21;;YM46
2;;2023;2127-43807;2829;83,37;56,44;;YM26
2;;2023;2127-43808;;;;;
2;;2023;2127-43809;;;;;
2;;2023;2127-43810;;;;;
2;;2023;2127-43811;3185;85,8;63,8;;YK95
2;;2023;2127-43812;;;;;
2;;2023;2127-43813;;;;;
2;;2023;2127-43814;;;;;
2;;2023;2127-43815;;;;;
2;;2023;2127-43816;;;;;
2;;2023;2127-43817;;;;;
2;;2023;2127-43818;3128;86,75;58,82;;YM32
2;;2023;2127-43819;;;;;
2;;2023;2127-43820;;;;;
2;;2023;2127-43821;2665;75,31;58,98;;YM49
2;;2023;2127-43822;2770;88,39;60,86;;YM41
2;;2023;2127-43823;2916;85,7;60,62;;YM38
2;;2023;2127-43824;3185;85,81;60,44;;YK76
2;;2023;2127-43825;;;;;
2;;2023;2127-43826;;;;;
3;129;2023;2127-43827;3083;82,18;61,26;;YM42
3;129;2023;2127-43828;2640;82,93;54,67;;YM28
3;129;2023;2127-43829;3180;84,26;59,48;;YM26
3;129;2023;2127-43830;2686;84,35;53,82;;YM18
3;129;2023;2127-43831;3358;83,8;60,14;;YM39
3;129;2023;2127-43832;3096;82,85;58,08;;YM46
3;129;2023;2127-43833;2687;80,4;58,41;;YM35
3;129;2023;2127-43834;3007;85,2;62,04;;YM20
3;129;2023;2127-43835;2860;88,18;64,77;;YM33
3;129;2023;2127-43836;;;;;
3;129;2023;2127-43837;;;;;
3;129;2023;2127-43838;;;;;
3;129;2023;2127-43839;;;;;
3;129;2023;2127-43840;3175;89,69;66,42;;YM50
3;129;2023;2127-43841;;;;;
3;129;2023;2127-43842;3038;82,13;64,23;;YM27
3;129;2023;2127-43843;;;;;
3;129;2023;2127-43844;2881;87,11;61,95;;YK73
3;129;2023;2127-43845;;;;;
3;129;2023;2127-43846;2641;75,55;53,93;;YK75
3;129;2023;2127-43847;;;;;
3;129;2023;2127-43848;2826;81,76;59,52;;YM30
3;129;2023;2127-43849;;;;;
3;129;2023;2127-43850;;;;;
3;129;2023;2127-43851;;;;;
3;129;2023;2127-43852;;;;;
3;129;2023;2127-43853;3125;82,99;61,95;;YM40
3;129;2023;2127-43854;3195;83,15;57,94;;YM94
3;129;2023;2127-43855;2695;82,53;62,84;;YM32
3;129;2023;2127-43856;;;;;
3;129;2023;2127-43857;;;;;
4;130;2023;2127-43858;3213;86,91;61,88;;YM19
4;130;2023;2127-43859;2454;82,04;56,59;;YM27
4;130;2023;2127-43860;2468;86,86;54,57;;YK95
4;130;2023;2127-43861;2696;79,37;58,54;;YM42
4;130;2023;2127-43862;3215;86,99;63,11;;YM37
4;130;2023;2127-43863;3075;83,05;59,53;;YM26
4;130;2023;2127-43864;2825;85,11;58,32;;YM41
4;130;2023;2127-43865;;;;;
4;130;2023;2127-43866;2900;81,52;57,23;;YM34
4;130;2023;2127-43867;;;;;
4;130;2023;2127-43868;3009;90,55;62,97;;YM22
4;130;2023;2127-43869;;;;;
4;130;2023;2127-43870;;;;;
4;130;2023;2127-43871;;;;;
4;130;2023;2127-43872;;;;;
4;130;2023;2127-43873;2673;86,19;59,41;;YM36
4;130;2023;2127-43874;;;;;
4;130;2023;2127-43875;2943;84,98;60,4;;YM49
4;130;2023;2127-43876;;;;;
4;130;2023;2127-43877;2640;83,83;55,4;;YM40
4;130;2023;2127-43878;;;;;
4;130;2023;2127-43879;3001;88,22;62,76;;YK76
4;130;2023;2127-43880;2778;83,31;60,22;;YM30
4;130;2023;2127-43881;;;;;
4;130;2023;2127-43882;2755;82,84;59,6;;YM45
4;130;2023;2127-43883;2485;78,9;57,5;;YM43
4;130;2023;2127-43884;;;;;
4;130;2023;2127-43885;2609;79,13;55,21;;YM23
4;130;2023;2127-43886;;;;;
4;130;2023;2127-43887;;;;;
4;130;2023;2127-43888;2547;79,25;57,94;;YM38
4;130;2023;2127-43889;;;;;
4;130;2023;2127-43890;;;;;
4;130;2023;2127-43891;2795;82,53;59,5;;YK79
4;130;2023;2127-43892;;;;;
4;130;2023;2127-43893;3138;79,12;56,77;;YK68
4;130;2023;2127-43894;3048;81,06;60,15;;YK91
4;130;2023;2127-43895;;;;;
4;130;2023;2127-43896;;;;;
4;130;2023;2127-43897;;;;;
4;130;2023;2127-43898;2793;87,55;60,87;;YK87
4;130;2023;2127-43899;;;;;
4;130;2023;2127-43900;3040;84,5;56,75;;YK82
3;129;2023;2127-43901;;;;;
3;129;2023;2127-43902;2486;82,74;55,99;;YM24
3;129;2023;2127-43903;;;;;
3;129;2023;2127-43904;;;;;
3;129;2023;2127-43905;;;;;
3;129;2023;2127-43906;;;;;
3;129;2023;2127-43907;3093;87,89;62,33;;YK97
3;129;2023;2127-43908;;;;;
3;129;2023;2127-43909;3190;90,16;63,92;;YM47
3;129;2023;2127-43910;3198;89,03;62,47;;YM34
3;129;2023;2127-43911;;;;;
3;129;2023;2127-43912;3098;86,16;64,33;;YM25
3;129;2023;2127-43913;2747;83,09;61,45;;YM19
3;129;2023;2127-43914;2934;84,12;59,82;;YM45
4;130;2023;2127-43915;2793;86,63;57,86;;YM18
4;130;2023;2127-43916;3251;86,83;58,49;;YM20
4;130;2023;2127-43917;3058;86,82;61,62;;YK97
4;130;2023;2127-43918;3011;89,43;62,47;;YM33
4;130;2023;2127-43919;2985;83,35;58,68;;YM25
4;130;2023;2127-43920;2736;80,21;62,29;;YM50
4;130;2023;2127-43921;3328;89,94;64,82;;YM47
4;130;2023;2127-43922;;;;;
4;130;2023;2127-43923;;;;;
4;130;2023;2127-43924;;;;;
4;130;2023;2127-43925;;;;;
4;130;2023;2127-43926;2855;84,09;58,13;;YM35
4;130;2023;2127-43927;;;;;
4;130;2023;2127-43928;;;;;
4;130;2023;2127-43929;2695;85,83;52,91;;YM29
4;130;2023;2127-43930;;;;;
4;130;2023;2127-43931;2736;83,47;59,89;;YM28
4;130;2023;2127-43932;2968;82,51;56,85;;YM39
4;130;2023;2127-43933;3116;85,78;62,69;;YM24
4;130;2023;2127-43934;;;;;
4;130;2023;2127-43935;2806;85,41;57,93;;YM32
4;130;2023;2127-43936;3243;90,07;63,15;;YK75
4;130;2023;2127-43937;2959;81,71;58,14;;YK73
4;130;2023;2127-43938;2884;86,64;63,43;;YM48
4;130;2023;2127-43939;3007;82,11;61,2;;YK94
4;130;2023;2127-43940;;;;;
4;130;2023;2127-43941;;;;;
4;130;2023;2127-43942;;;;;
4;130;2023;2127-43943;3109;86,69;61,21;;YM07
4;130;2023;2127-43944;2950;86,84;64,23;;YM17
4;130;2023;2127-43945;;;;;
4;130;2023;2127-43946;2811;84,3;59,45;;YM21
4;130;2023;2127-43947;2830;84,17;60,34;;YM06
4;130;2023;2127-43948;;;;;
4;130;2023;2127-43949;;;;;
4;130;2023;2127-43950;;;;;
4;130;2023;2127-43951;2902;89,52;56,97;;YM02
4;130;2023;2127-43952;;;;;
4;130;2023;2127-43953;;;;;
4;130;2023;2127-43954;3235;83,32;62,95;;YM03
4;130;2023;2127-43955;3179;84,14;66,09;;YM09
4;130;2023;2127-43956;3159;82,5;62,93;;YM13
4;130;2023;2127-43957;;;;;
4;130;2023;2127-43958;;;;;
4;130;2023;2127-43959;;;;;
4;130;2023;2127-43960;2985;85,34;63,22;;YM05
4;130;2023;2127-43961;3009;85,02;60,16;;YM10
4;130;2023;2127-43962;2948;87,39;59,68;;YM11
4;130;2023;2127-43963;;;;;
4;130;2023;2127-43964;;;;;
4;130;2023;2127-43965;;;;;
4;130;2023;2127-43966;;;;;
4;130;2023;2127-43967;2954;84,96;58,95;;YM44
4;130;2023;2127-43968;2935;85,99;63,24;;YM80
4;130;2023;2127-43969;2904;80,74;59,54;;YM12
4;130;2023;2127-43970;;;;;
4;130;2023;2127-43971;2516;82,11;53,43;;YM15
4;130;2023;2127-43972;3065;88,09;66,35;;YM04
4;130;2023;2127-43973;2867;82,8;57,67;;YK80
4;130;2023;2127-43974;;;;;
4;130;2023;2127-43975;;;;;
4;130;2023;2127-43976;;;;;
4;130;2023;2127-43977;;;;;
4;130;2023;2127-43978;;;;;
4;130;2023;2127-43979;;;;;
4;130;2023;2127-43980;2698;84,27;62,2;;YK69
4;130;2023;2127-43981;;;;;
4;130;2023;2127-43982;;;;;
4;130;2023;2127-43983;;;;;
4;130;2023;2127-43984;;;;;
4;130;2023;2127-43985;;;;;
4;130;2023;2127-43986;;;;;
4;130;2023;2127-43987;2574;82,44;53,38;;YM14
4;130;2023;2127-43988;;;;;
4;130;2023;2127-43989;;;;;
4;130;2023;2127-43990;2440;82,02;56,49;;YK00
4;130;2023;2127-43991;;;;;
4;130;2023;2127-43992;;;;;
4;130;2023;2127-43993;2627;79,87;58,82;;YK70
4;130;2023;2127-43994;2773;85,1;59,03;;YK57
4;130;2023;2127-43995;;;;;
4;130;2023;2127-43996;;;;;
4;130;2023;2127-43997;;;;;
4;130;2023;2127-43998;;;;;
4;130;2023;2127-43999;2869;84,43;63,13;;YK56
4;130;2023;2127-44000;2528;82,85;57,75;;YM36
4;130;2023;2127-44001;2774;81,74;59,85;;YK92
4;130;2023;2127-44002;;;;;
4;130;2023;2127-44003;3186;85,49;63;;YK74
4;130;2023;2127-44004;;;;;
4;130;2023;2127-44005;2906;85,77;60,59;;YK96
4;130;2023;2127-44006;;;;;
4;130;2023;2127-44007;2892;85,09;63,41;;YK77
4;130;2023;2127-44008;2706;77,23;58,85;;YK89
4;130;2023;2127-44009;;;;;
4;130;2023;2127-44010;2903;87,4;61,75;;YK98
4;130;2023;2127-44011;3096;83,22;60,32;;YK93
4;130;2023;2127-44012;;;;;
4;130;2023;2127-44013;;;;;
4;130;2023;2127-44014;;;;;
4;130;2023;2127-44015;3431;88,32;60,78;;YK53
4;130;2023;2127-44016;;;;;
4;130;2023;2127-44017;2843;83,38;58,32;;YK67
4;130;2023;2127-44018;;;;;
4;130;2023;2127-44019;;;;;
4;130;2023;2127-44020;;;;;
4;130;2023;2127-44021;;;;;
4;130;2023;2127-44022;;;;;
4;130;2023;2127-44023;;;;;
4;130;2023;2127-44024;2967;82,16;58,76;;YK83
4;130;2023;2127-44025;2705;84,07;59,56;;YK65
4;130;2023;2127-44026;2785;81,02;61,57;;YK61
;;;2127-44027;;;;;
;;;2127-44028;;;;;
;;;2127-44029;;;;;
;;;2127-44030;;;;;
;;;2127-44031;;;;;
;;;2127-44032;;;;;
;;;2127-44033;;;;;
;;;2127-44034;;;;;
;;;2127-44035;;;;;
;;;2127-44036;;;;;
;;;2127-44037;;;;;
;;;2127-44038;;;;;
;;;2127-44039;;;;;
;;;2127-44040;;;;;
;;;2127-44041;;;;;
;;;2127-44042;;;;;
;;;2127-44043;;;;;
;;;2127-44044;;;;;
;;;2127-44045;;;;;
;;;2127-44046;;;;;
;;;2127-44047;;;;;
;;;2127-44048;;;;;
;;;2127-44049;;;;;
;;;2127-44050;;;;;
;;;2127-44051;;;;;
;;;2127-44052;;;;;
;;;2127-44053;;;;;
;;;2127-44054;;;;;
;;;2127-44055;;;;;
;;;2127-44056;;;;;
;;;2127-44057;;;;;
;;;2127-44058;;;;;
;;;2127-44059;;;;;
;;;2127-44060;;;;;
;;;2127-44061;;;;;
;;;2127-44062;;;;;
;;;2127-44063;;;;;
;;;2127-44064;;;;;
;;;2127-44065;;;;;
;;;2127-44066;;;;;
;;;2127-44067;;;;;
;;;2127-44068;;;;;
;;;2127-44069;;;;;
;;;2127-44070;;;;;
;;;2127-44071;;;;;
;;;2127-44072;;;;;
;;;2127-44073;;;;;
;;;2127-44074;;;;;
;;;2127-44075;;;;;
;;;2127-44076;;;;;
;;;2127-44077;;;;;
;;;2127-44078;;;;;
;;;2127-44079;;;;;
;;;2127-44080;;;;;
;;;2127-44081;;;;;
;;;2127-44082;;;;;
;;;2127-44083;;;;;
;;;2127-44084;;;;;
;;;2127-44085;;;;;
;;;2127-44086;;;;;
;;;2127-44087;;;;;
;;;2127-44088;;;;;
;;;2127-44089;;;;;
;;;2127-44090;;;;;
;;;2127-44091;;;;;
;;;2127-44092;;;;;
;;;2127-44093;;;;;
;;;2127-44094;;;;;
;;;2127-44095;;;;;
;;;2127-44096;;;;;
;;;2127-44097;;;;;
;;;2127-44098;;;;;
;;;2127-44099;;;;;
;;;2127-44100;;;;;
4;130;2023;2127-44101;;;;;
4;130;2023;2127-44102;;;;;
4;130;2023;2127-44103;;;;;
4;130;2023;2127-44104;3615;87,97;61,31;;YK99
4;130;2023;2127-44105;;;;;
4;130;2023;2127-44106;2689;82,21;57,26;;YK72
4;130;2023;2127-44107;;;;;
4;130;2023;2127-44108;;;;;
4;130;2023;2127-44109;2952;81,92;60,9;;YK62
4;130;2023;2127-44110;;;;;
4;130;2023;2127-44111;2416;74,48;59,01;;YK81
4;130;2023;2127-44112;;;;;
4;130;2023;2127-44113;;;;;
4;130;2023;2127-44114;;;;;
4;130;2023;2127-44115;;;;;
4;130;2023;2127-44116;2808;84,54;58,8;;YK59
4;130;2023;2127-44117;;;;;
4;130;2023;2127-44118;3065;83,08;58,18;;YK71
;;;2127-44119;;;;;
;;;2127-44120;;;;;
;;;2127-44121;;;;;
;;;2127-44122;;;;;
;;;2127-44123;;;;;
;;;2127-44124;;;;;
;;;2127-44125;;;;;
;;;2127-44126;;;;;
;;;2127-44127;;;;;
;;;2127-44128;;;;;
;;;2127-44129;;;;;
;;;2127-44130;;;;;
;;;2127-44131;;;;;
;;;2127-44132;;;;;
;;;2127-44133;;;;;
;;;2127-44134;;;;;
;;;2127-44135;;;;;
;;;2127-44136;;;;;
;;;2127-44137;;;;;
